年	月	日	降雨	实测流量	DTVGM	Btop	Swat
2004	10	14	0.289	395	435.891	410.6935	213
2004	10	15	1.226	387	425.01	378.1301	344.4
2004	10	16	1.818	403	419.684	358.5389	269.6
2004	10	17	0.067	394	411.662	331.4126	229.2
2004	10	18	0.117	384	399.396	305.9741	279.9
2004	10	19	0.008	364	385.124	300.1608	207.8
2004	10	20	0	354	369.823	298.706	185.8
2004	10	21	0.009	341	353.711	283.8842	173.1
2004	10	22	0.037	327	337.096	252.7037	156.1
2004	10	23	0.25	317	322.027	222.4499	154.8
2004	10	24	0.181	316	306.864	207.4536	172.6
2004	10	25	0.168	301	290.517	204.7607	154.5
2004	10	26	1.544	273	275.37	203.8067	147.6
2004	10	27	0.469	230	261.174	194.969	142.1
2004	10	28	0.122	229	248.614	180.8969	133.2
2004	10	29	0.005	256	237.165	168.9061	178.8
2004	10	30	0.089	254	226.59	160.5622	129.1
2004	10	31	0.1	254	216.659	155.2119	132.1
2004	11	1	0.266	238	207.245	151.1443	123.6
2004	11	2	0.156	233	198.309	147.5731	117.6
2004	11	3	0.01	230	189.872	144.771	115.7
2004	11	4	0.138	227	182.717	142.8919	115.3
2004	11	5	0.928	218	175.222	142.9924	110
2004	11	6	0.588	211	168.145	143.9476	107.9
2004	11	7	0	209	161.552	142.186	114.3
2004	11	8	0.041	204	155.637	135.4101	100.8
2004	11	9	0.546	208	149.834	124.7155	102.3
2004	11	10	0.254	206	144.541	114.3163	94.48
2004	11	11	0.037	191	139.523	107.9694	95.13
2004	11	12	0.137	177	135.302	105.5536	100.6
2004	11	13	0.594	177	132.278	105.6994	93.77
2004	11	14	0.321	172	129.458	106.0761	93.63
2004	11	15	0.667	174	126.962	105.6084	90.88
2004	11	16	0.943	169	124.064	103.4379	89.37
2004	11	17	0.134	159	121.122	99.37134	86.83
2004	11	18	0	149	118.1	94.69163	81.11
2004	11	19	0.677	150	115.87	91.64346	72.68
2004	11	20	1.441	154	116.189	90.52135	85.82
2004	11	21	3.069	144	113.593	88.80796	68.36
2004	11	22	0	143	111.583	86.52465	72.64
2004	11	23	0.019	146	109.6	84.21184	73.85
2004	11	24	0.273	141	107.565	81.7188	63.99
2004	11	25	1.656	147	110.728	82.7491	61.01
2004	11	26	1.059	139	111.286	84.45158	71.37
2004	11	27	0.016	129	108.206	84.07287	64.31
2004	11	28	0.127	127	105.997	80.38757	53.85
2004	11	29	0.933	126	103.974	76.34672	58.59
2004	11	30	0.372	125	101.987	74.97472	54.2
2004	12	1	0	124	100.001	74.7396	50.37
2004	12	2	0.011	123	98.008	73.71792	49.67
2004	12	3	0.008	123	96.014	72.70366	46.08
2004	12	4	0	119	94.027	72.65065	46.49
2004	12	5	0	114	92.056	73.43233	51.62
2004	12	6	0.055	113	90.113	74.5576	44.07
2004	12	7	0.172	107	88.209	74.86887	42.7
2004	12	8	0	103	86.35	73.00609	36.86
2004	12	9	0	102	84.544	69.09508	40.21
2004	12	10	0	104	82.79	64.776	37.84
2004	12	11	0	105	81.09	61.4853	31.5
2004	12	12	0	105	79.439	59.97665	31.81
2004	12	13	0	104	77.835	59.8777	26.06
2004	12	14	0	104	76.273	59.8054	23.24
2004	12	15	0	102	74.751	58.86067	20.34
2004	12	16	0.041	101	73.288	57.51126	18.67
2004	12	17	0.543	97	71.886	56.49845	18.64
2004	12	18	0	94	70.534	55.83489	18.79
2004	12	19	0	94	69.217	55.1281	17.76
2004	12	20	0	99	67.925	54.27076	16.59
2004	12	21	0.153	94	66.753	53.44085	15.14
2004	12	22	1.052	94	69.413	52.72131	12.38
2004	12	23	0.006	93	70.399	52.12342	13.89
2004	12	24	0.003	90	70.379	51.86272	13.84
2004	12	25	0.002	85	69.768	52.33411	12.41
2004	12	26	0.17	87	68.891	53.5032	11.86
2004	12	27	0.49	86	69.195	54.56486	12.94
2004	12	28	0.016	86	68.71	54.59752	11.97
2004	12	29	0	81	91.387	53.80709	11.5
2004	12	30	0.007	83	89.076	52.65253	8.477
2004	12	31	0	86	87.28	51.30099	134
2005	1	1	0	86	85.969	100.8033	363.8
2005	1	2	0.004	84	84.721	102.4322	146.8
2005	1	3	0	87	83.331	104.2986	25.92
2005	1	4	0.004	90	81.752	105.8167	26.38
2005	1	5	0	88	80.021	105.4455	21.31
2005	1	6	0	84	78.231	103.8493	14.86
2005	1	7	0.21	82	76.55	102.5572	12.77
2005	1	8	0.007	79	75.05	102.1726	10.41
2005	1	9	0	80	73.708	102.428	8.531
2005	1	10	1.189	75	72.472	102.0235	7.089
2005	1	11	0.485	74	71.449	101.753	7.766
2005	1	12	0.426	73	71.25	102.325	7.31
2005	1	13	0.056	66	70.266	102.9237	6.626
2005	1	14	0.003	64	69.249	102.9429	6.272
2005	1	15	0	63	68.271	100.8611	6.015
2005	1	16	0	63	67.319	96.62808	4.507
2005	1	17	0.007	66	66.388	93.12399	5.379
2005	1	18	0.441	68	65.706	91.98914	4.976
2005	1	19	0.021	68	65.307	91.00537	3.704
2005	1	20	0.331	70	65.091	88.92837	3.319
2005	1	21	0.311	70	64.971	87.04732	4.6
2005	1	22	0	68	64.675	86.2488	4.083
2005	1	23	0.096	66	64.372	87.12378	3.989
2005	1	24	0.138	64	63.652	88.44022	2.858
2005	1	25	0.012	65	62.859	87.29359	8.669
2005	1	26	0.002	69	62.017	83.72098	6.506
2005	1	27	0.003	68	61.143	80.51406	5.001
2005	1	28	0	68	60.246	78.43898	3.479
2005	1	29	0.068	68	59.358	76.62828	2.578
2005	1	30	0	68	58.491	75.29702	1.583
2005	1	31	0	67	57.859	74.51381	35.06
2005	2	1	0.779	66	58.127	73.43582	11.65
2005	2	2	0.97	67	61.781	79.59895	18.51
2005	2	3	0.159	69	62.572	87.19833	25.21
2005	2	4	0	67	62.719	90.42243	15.82
2005	2	5	0.203	66	62.87	83.43748	11.4
2005	2	6	0.024	66	63.004	72.8659	7.445
2005	2	7	0.003	64	62.975	67.0117	5.705
2005	2	8	0	65	62.691	64.45983	4.505
2005	2	9	0.047	64	62.14	63.04166	2.908
2005	2	10	0.177	63	61.365	62.60555	1.767
2005	2	11	0	64	60.433	63.6141	1.308
2005	2	12	0.123	66	59.522	64.93477	0.8239
2005	2	13	0.467	70	59.102	64.46122	0.8135
2005	2	14	2.772	72	61.041	62.22992	0.695
2005	2	15	0.464	69	61.981	58.82879	0.5704
2005	2	16	1.037	68	68.106	59.00988	0.7038
2005	2	17	0.085	66	68.398	61.83424	5
2005	2	18	0.412	68	67.884	66.53612	5.92
2005	2	19	0.2	68	67.364	68.75353	4.575
2005	2	20	0.001	68	68.687	68.38381	3.825
2005	2	21	0.269	68	68.031	69.73884	2.972
2005	2	22	0	69	66.813	70.74684	1.737
2005	2	23	0.62	71	69.386	72.4478	7.071
2005	2	24	0.204	69	67.966	71.75063	7.511
2005	2	25	0.006	70	66.596	69.15892	89.67
2005	2	26	0.411	70	65.116	63.03199	21.76
2005	2	27	0.497	70	64.04	56.05271	21.6
2005	2	28	0.001	70	62.646	53.22663	22.32
2005	3	1	0.337	70	66.796	54.67283	15.65
2005	3	2	1.874	71	66.414	59.18945	14.73
2005	3	3	5.331	71	63.933	62.43911	11.49
2005	3	4	3.69	70	62.215	61.99977	8.082
2005	3	5	1.373	70	60.798	56.45476	5.555
2005	3	6	1.017	71	60.318	50.0739	3.442
2005	3	7	3.085	74	69.849	48.36415	2.583
2005	3	8	0.392	76	71.603	49.49512	1.716
2005	3	9	0.27	80	79.75	52.29061	102.2
2005	3	10	0.03	78	81.079	59.37227	14.69
2005	3	11	0.019	81	93.596	70.94262	1729
2005	3	12	1.389	86	111.73	86.47119	393.7
2005	3	13	0.068	83	114.941	94.94602	96.57
2005	3	14	0	81	123.09	96.74782	183.1
2005	3	15	0	85	144.1	92.45498	555.8
2005	3	16	0.459	93	184.262	87.06545	287.8
2005	3	17	0.029	99	220.979	83.76125	112.1
2005	3	18	0.347	101	244.204	76.6755	168.5
2005	3	19	0.083	105	251.208	65.45132	237
2005	3	20	0.064	110	249.607	57.28751	75.95
2005	3	21	0.47	114	248.274	56.28501	53.33
2005	3	22	0.434	111	240.829	58.05831	40.89
2005	3	23	1.94	107	232.524	56.46327	40.05
2005	3	24	3.82	109	245.202	68.54949	116.5
2005	3	25	2.634	108	249.966	87.68297	99.92
2005	3	26	1.172	101	249.393	102.2835	36
2005	3	27	0.183	98	245.842	94.63369	27.67
2005	3	28	0.457	95	254.846	81.00164	320.2
2005	3	29	0.406	95	253.008	83.99121	31.48
2005	3	30	0.832	96	254.132	92.38556	293.1
2005	3	31	0.421	93	250.406	91.51248	25.59
2005	4	1	1.266	92	251.511	94.48987	39.88
2005	4	2	2.215	90	242.931	109.8527	33.91
2005	4	3	1.013	86	232.629	129.7495	23.35
2005	4	4	1.592	83	223.868	139.3102	26.23
2005	4	5	0.163	83	217.159	131.7534	58.02
2005	4	6	0.068	84	214.009	112.724	538
2005	4	7	0.01	87	216.367	93.08372	289
2005	4	8	0.425	92	225.045	77.72841	102.6
2005	4	9	0.249	92	236.574	68.4633	69.38
2005	4	10	0.519	94	249.695	66.29984	50.13
2005	4	11	2.016	100	269.316	68.58174	369.7
2005	4	12	3.418	108	319.986	79.28819	99.55
2005	4	13	1.222	112	340.231	93.09633	68.53
2005	4	14	0.479	112	362.625	103.1927	502.9
2005	4	15	0.098	111	367.898	106.0628	84.53
2005	4	16	0.754	114	367.467	117.0291	102.3
2005	4	17	1.26	122	367.042	134.5994	36.8
2005	4	18	2.839	128	401.136	148.8078	89.47
2005	4	19	1.499	122	382.81	146.0398	47.33
2005	4	20	0.029	116	371.946	133.958	298.7
2005	4	21	0.278	125	367.587	116.0888	87.64
2005	4	22	0.807	149	366.7	100.4985	64.71
2005	4	23	1.365	184	364.317	89.01906	43.63
2005	4	24	0.864	208	353.916	79.70052	276
2005	4	25	2.395	223	342.636	78.12529	16.77
2005	4	26	3.187	229	328.466	89.34723	46.03
2005	4	27	2.896	266	327.748	104.0619	308.7
2005	4	28	1.256	305	333.003	108.7407	50.75
2005	4	29	2.051	356	343.035	113.834	157.2
2005	4	30	0.758	387	349.194	126.3451	70.36
2005	5	1	0.261	403	351.745	133.7118	48.84
2005	5	2	1.525	368	352.026	123.0161	50.67
2005	5	3	0.826	316	345.556	102.3718	206.3
2005	5	4	0.62	304	336.923	91.24215	71.1
2005	5	5	4.106	298	326.365	93.35388	66.81
2005	5	6	3.239	326	313.39	101.2581	46.13
2005	5	7	1.939	319	303.767	110.9535	84.54
2005	5	8	4.026	334	315.097	139.64	138.8
2005	5	9	3.383	321	306.358	172.6129	59.94
2005	5	10	1.972	313	307.278	188.1638	119
2005	5	11	1.877	338	306.066	172.5365	89.99
2005	5	12	0.987	387	298.419	149.3816	100.5
2005	5	13	0.626	404	293.807	144.9878	62.37
2005	5	14	0.506	379	286.769	149.8451	230.8
2005	5	15	0.413	396	280.917	148.0888	115.6
2005	5	16	0.588	395	271.776	145.3801	70.97
2005	5	17	0.065	341	259.212	151.8603	64.82
2005	5	18	1.342	297	247.189	162.0717	64.75
2005	5	19	1.126	280	237.397	166.7223	58.6
2005	5	20	1.843	272	235.291	159.3868	48.55
2005	5	21	2.117	275	243.421	150.6396	109.9
2005	5	22	1.058	270	246.078	147.2416	65.52
2005	5	23	0.902	276	239.212	151.55	51.68
2005	5	24	2.519	271	232.553	162.8974	93.88
2005	5	25	0.626	279	226.145	172.7922	161.6
2005	5	26	2.067	304	220.234	173.123	79.59
2005	5	27	0.555	328	212.878	165.7517	75.59
2005	5	28	0.588	363	204.958	154.5962	50.26
2005	5	29	1.567	395	201.804	145.4782	40.97
2005	5	30	4.058	435	199.083	140.1104	61.81
2005	5	31	1.731	444	191.332	136.9532	58.43
2005	6	1	7.808	442	197.334	148.7526	196.2
2005	6	2	5.962	446	233.633	184.4063	250.8
2005	6	3	2.685	430	257.773	214.9818	192
2005	6	4	1.405	455	270.057	212.042	144.2
2005	6	5	1.296	495	290.562	212.0937	177.7
2005	6	6	3.652	513	324.897	240.0919	158.1
2005	6	7	6.149	463	325.222	257.8167	97.76
2005	6	8	3.424	416	323.44	244.3864	255.3
2005	6	9	1.459	453	325.807	245.6352	129.2
2005	6	10	1.485	513	326.508	285.9009	241.7
2005	6	11	1.122	604	328.586	329.2638	133.2
2005	6	12	2.029	595	325.841	336.827	302.7
2005	6	13	3.352	588	321.868	321.0863	148.6
2005	6	14	8.664	599	314.525	295.0746	109.9
2005	6	15	11.711	594	326.718	276.5795	99.07
2005	6	16	2.367	584	317.836	269.0956	71.81
2005	6	17	10.119	586	368.478	276.8268	252.2
2005	6	18	16.154	633	391.91	321.8636	258.8
2005	6	19	14.245	725	602.801	425.1576	408.9
2005	6	20	5.647	727	636.862	515.4119	618.7
2005	6	21	3.515	731	552.598	575.1344	299.2
2005	6	22	8.983	705	515.344	646.2896	239.2
2005	6	23	9.354	674	534.297	674.1438	196.4
2005	6	24	9.719	671	576.8	638.5992	789.1
2005	6	25	6.673	688	549.906	636.9522	286.9
2005	6	26	5.595	691	498.29	688.1298	183.8
2005	6	27	1.251	667	464.496	682.4137	187.2
2005	6	28	4.248	631	432.376	576.5347	159.9
2005	6	29	6.738	556	404.73	494.6055	280.3
2005	6	30	4.381	529	405.416	503.7916	319.1
2005	7	1	2.732	562	414.755	533.4213	251.1
2005	7	2	2.561	582	402.767	534.8368	183.9
2005	7	3	4.275	626	390.623	528.812	195.2
2005	7	4	4.298	599	375.36	492.2809	125
2005	7	5	3.01	625	374.04	459.3558	419.7
2005	7	6	2.106	630	358.081	482.8346	471.8
2005	7	7	2.774	645	352.558	560.5532	599.2
2005	7	8	9.888	593	355.82	668.3608	430.5
2005	7	9	20.373	657	417.925	733.2123	1933
2005	7	10	19.725	824	528.509	675.2751	694.8
2005	7	11	12.874	940	638.812	612.1018	1077
2005	7	12	3.16	1060	621.105	654.6986	530.2
2005	7	13	2.959	996	564.584	712.9403	346.3
2005	7	14	3.602	962	516.698	720.051	350
2005	7	15	7.008	846	480.075	727.3196	249.6
2005	7	16	10.398	757	447.355	725.0728	232.2
2005	7	17	8.741	689	423.822	697.0018	368.4
2005	7	18	12.973	677	435.666	645.1545	1485
2005	7	19	13.739	741	545.845	571.3789	988.8
2005	7	20	7.426	861	685.126	522.1157	641.2
2005	7	21	5.651	1140	706.247	541.0837	440
2005	7	22	5.068	1130	648.48	634.5569	324.4
2005	7	23	8.134	949	677.581	721.3876	572.2
2005	7	24	6.111	913	642.685	758.5171	314.4
2005	7	25	2.34	807	576.401	824.0061	258.2
2005	7	26	2.987	732	515.715	900.2309	206.1
2005	7	27	0.839	660	467.22	878.0109	242
2005	7	28	6.808	617	455.937	752.2876	320.2
2005	7	29	6.639	616	444.932	605.6617	235
2005	7	30	6.983	653	534.596	522.5072	688
2005	7	31	7.093	757	616.945	505.1725	338.1
2005	8	1	3.164	805	592.702	518.2836	252.9
2005	8	2	5.929	719	615.79	547.1404	264.7
2005	8	3	6.059	606	553.785	589.2309	215.7
2005	8	4	1.413	686	488.241	647.3366	273
2005	8	5	15.952	665	537.933	677.9784	285.3
2005	8	6	5.285	671	496.22	640.0145	228.9
2005	8	7	12.609	766	602.733	615.175	733.6
2005	8	8	10.533	859	675.198	641.7265	583.5
2005	8	9	12.279	933	695.748	683.2688	399.6
2005	8	10	15.979	973	700.023	710.5024	750.9
2005	8	11	7.958	1020	823.089	756.3767	761
2005	8	12	6.464	1020	744.017	783.1579	423.1
2005	8	13	2.575	930	619.927	763.5452	326.6
2005	8	14	2.395	804	524.156	748.8443	354.4
2005	8	15	1.819	729	461.947	738.7294	1355
2005	8	16	2.429	671	428.384	708.7952	597.2
2005	8	17	2.512	692	406.674	673.4166	423
2005	8	18	7.17	705	421.085	628.5781	1212
2005	8	19	5.028	732	511.807	581.4708	819.9
2005	8	20	10.065	865	620.428	562.5491	732.5
2005	8	21	13.184	898	877.053	598.6567	656.9
2005	8	22	11.266	948	949.184	683.5908	512.9
2005	8	23	9.852	966	806.557	799.0853	1561
2005	8	24	4.761	915	695.957	875.3378	689.9
2005	8	25	8.136	942	770.348	880.6215	609.1
2005	8	26	11.095	952	1005.318	895.6206	905.6
2005	8	27	7.547	1040	1207.591	925.2642	1192
2005	8	28	5.013	1040	1009.684	919.338	564.1
2005	8	29	8.325	960	795.454	869.894	719
2005	8	30	5.616	897	673.926	800.791	519.5
2005	8	31	1.393	858	597.1	742.3862	959.3
2005	9	1	7.304	845	642.747	699.531	565.8
2005	9	2	8.155	892	604.528	673.2278	474.3
2005	9	3	0.662	808	528.643	635.7151	402.5
2005	9	4	5.033	786	575.391	605.5467	713.4
2005	9	5	6.991	804	544.376	617.1557	443.6
2005	9	6	6.863	768	489.58	642.2317	383.8
2005	9	7	7.008	740	442.033	644.9516	632.6
2005	9	8	0.197	656	406.636	609.4253	404.1
2005	9	9	0	609	378.844	539.7277	763.6
2005	9	10	0.036	572	354.926	477.7289	967.4
2005	9	11	0.088	490	333.38	425.2207	548.9
2005	9	12	3.044	506	312.815	363.4492	475.7
2005	9	13	0.675	487	294.376	330.4476	698.5
2005	9	14	0.967	474	277.93	324.3891	693.2
2005	9	15	0.742	464	264.491	298.7362	506.1
2005	9	16	2.273	471	260.269	271.0507	607.7
2005	9	17	5.48	477	260.023	263.4834	504.1
2005	9	18	1.336	479	259.309	258.0469	566.2
2005	9	19	0.915	469	256.927	256.4268	386.2
2005	9	20	3.451	455	257.318	268.3941	418.9
2005	9	21	2.126	474	256.825	279.661	338.3
2005	9	22	8.944	476	284.498	298.2714	404.8
2005	9	23	7.191	496	298.538	328.5101	345.2
2005	9	24	9.335	464	315.344	355.3041	381.8
2005	9	25	3.408	479	326.429	363.3455	418.4
2005	9	26	6.494	503	367.417	388.9739	562.7
2005	9	27	2.418	519	394.638	426.6922	428.5
2005	9	28	1.215	578	423.198	445.8025	483.3
2005	9	29	0.342	642	443.764	447.5384	333.1
2005	9	30	0.868	597	447.633	438.2758	307.3
2005	10	1	2.153	555	442.891	401.4375	360.4
2005	10	2	3.361	537	450.921	362.9516	486.4
2005	10	3	5.442	593	462.01	379.7694	366.9
2005	10	4	4.561	595	461.127	427.4891	336.4
2005	10	5	0.711	557	444.242	440.4302	516.6
2005	10	6	1.864	537	432.904	415.6031	396.7
2005	10	7	9.577	507	418.751	382.4318	323.4
2005	10	8	2.412	489	411.789	361.9499	293.9
2005	10	9	2.229	519	399.669	348.2246	295.4
2005	10	10	0.042	485	384.048	338.7561	267.9
2005	10	11	0.668	467	369.203	340.415	264.8
2005	10	12	0.337	451	355.779	326.2876	251.8
2005	10	13	0.56	441	344.146	287.7206	248.9
2005	10	14	0.255	445	333.452	253.9471	246.7
2005	10	15	0.426	420	323.696	242.3584	285.7
2005	10	16	0.228	455	314.704	245.4462	433.9
2005	10	17	0.487	424	305.102	245.3582	286.9
2005	10	18	0.171	425	295.246	231.7128	248.8
2005	10	19	0.014	463	285.275	210.4438	230.2
2005	10	20	0.356	403	275.407	195.952	205.7
2005	10	21	1.632	328	270.8	193.8361	208
2005	10	22	5.793	336	315.88	221.0779	313.8
2005	10	23	10.454	362	330.392	255.2145	259.3
2005	10	24	6.824	356	329.157	270.4927	224.3
2005	10	25	0.01	342	320.733	260.6914	210.9
2005	10	26	0.987	326	326.017	243.9512	226.6
2005	10	27	1.585	320	344.766	247.6328	229.2
2005	10	28	0.312	316	339.389	257.889	207.5
2005	10	29	0.248	321	327.837	266.1079	187.3
2005	10	30	0.708	307	317.572	277.657	180.8
2005	10	31	0.839	288	312.125	279.9984	168.7
2005	11	1	0.191	283	306.391	262.7305	162.8
2005	11	2	0.04	284	297.564	233.6225	158.7
2005	11	3	0.009	285	287.938	212.3323	156.6
2005	11	4	0.008	272	278.251	205.2954	162.1
2005	11	5	0.199	247	268.299	200.8952	142.4
2005	11	6	0	245	258.403	195.3131	144.1
2005	11	7	0	248	248.591	188.2035	131.1
2005	11	8	0	250	238.915	176.2507	135.3
2005	11	9	0	244	229.52	163.4279	128.7
2005	11	10	0.14	239	220.766	155.718	127.9
2005	11	11	0.001	228	212.587	149.4421	116.5
2005	11	12	0	236	204.822	142.5409	137.3
2005	11	13	0.004	227	197.372	136.5064	119.9
2005	11	14	0.007	221	190.2	129.507	113.2
2005	11	15	0.001	221	183.312	122.6668	191.6
2005	11	16	0.056	218	178.164	117.9306	231.6
2005	11	17	0.017	208	177.055	115.2928	109.7
2005	11	18	3.292	207	183.648	117.6189	124.9
2005	11	19	1.631	202	184.134	120.8669	108.6
2005	11	20	0	183	184.014	125.5282	97.16
2005	11	21	0.162	178	182.739	127.5388	95.09
2005	11	22	0.151	178	180.037	121.0117	89.24
2005	11	23	0.045	182	176.187	110.8835	70.61
2005	11	24	0.082	172	171.702	106.3452	74.71
2005	11	25	0.036	166	167.032	105.8519	70.9
2005	11	26	0	157	162.303	102.2459	66.48
2005	11	27	0	145	157.647	96.95882	293.3
2005	11	28	0	147	153.09	93.66746	73.39
2005	11	29	0	148	148.636	90.49518	67.27
2005	11	30	0	154	144.288	86.94618	59.66
2005	12	1	0.024	154	140.062	84.66425	44.36
2005	12	2	0	154	135.977	83.83394	40.58
2005	12	3	0	147	132.043	83.52019	39.25
2005	12	4	0	144	128.265	81.87898	35.71
2005	12	5	0.212	144	125.37	81.03584	32.82
2005	12	6	0	142	121.737	81.01217	31.01
2005	12	7	0	138	118.272	80.302	30.22
2005	12	8	0	133	114.982	77.14587	30.25
2005	12	9	0	128	111.849	73.5873	30.9
2005	12	10	0	133	108.854	72.03352	26.83
2005	12	11	0	131	105.985	71.20287	26.92
2005	12	12	0	127	103.232	69.71659	22.85
2005	12	13	0	122	100.591	68.33499	22.84
2005	12	14	0	115	98.06	67.29785	21.99
2005	12	15	0	105	95.638	66.15683	19.03
2005	12	16	0	103	93.324	64.98736	21.65
2005	12	17	0.001	102	91.113	63.9406	19.45
2005	12	18	0	99	88.997	62.95638	22.39
2005	12	19	0	100	86.971	61.92488	17.83
2005	12	20	0	102	85.025	60.95087	18.89
2005	12	21	0.001	101	83.156	60.01532	18.7
2005	12	22	0	99	81.361	59.07421	27.32
2005	12	23	0	102	79.636	58.15717	20.72
2005	12	24	0.033	103	77.987	57.27561	16.01
2005	12	25	0.038	100	76.42	56.41083	14.5
2005	12	26	0.335	100	74.933	55.57628	14.36
2005	12	27	0.972	99	73.517	54.77526	14.18
2005	12	28	0	97	72.154	53.98956	14.5
2005	12	29	0.009	95	70.832	53.22472	14.24
2005	12	30	0	93	69.543	52.48216	12.05
2005	12	31	0	91	68.279	51.7539	12.19
2006	1	1	0	90	67.038	51.04652	38.75
2006	1	2	0	90	65.975	50.35599	22.06
2006	1	3	0	91	65.502	49.6829	11.13
2006	1	4	0	94	66.795	49.02336	8.994
2006	1	5	0	97	67.044	48.37745	6.972
2006	1	6	0	98	67.409	47.74282	8.473
2006	1	7	0	99	67.472	47.12439	6.212
2006	1	8	0	98	67.138	46.52327	6.937
2006	1	9	0	96	66.439	45.93728	7.214
2006	1	10	0	91	65.479	45.36545	7.379
2006	1	11	0	87	64.361	44.80869	7.461
2006	1	12	0	84	63.167	44.26411	8.32
2006	1	13	0.001	84	61.953	43.73387	22.12
2006	1	14	0.013	83	60.758	43.21605	13.6
2006	1	15	0.192	83	59.676	42.70908	8.894
2006	1	16	0	85	58.717	42.21444	7.092
2006	1	17	0	89	57.883	41.73226	10.3
2006	1	18	0	88	57.101	41.2605	10.91
2006	1	19	0	88	56.325	40.79746	9.281
2006	1	20	0	89	55.519	40.34397	6.862
2006	1	21	0	89	54.674	39.90128	6.449
2006	1	22	0	93	54.115	39.46822	7.835
2006	1	23	0	94	53.304	39.04399	6.343
2006	1	24	0	90	52.44	38.6291	4.667
2006	1	25	0.038	91	51.575	38.22197	3.538
2006	1	26	0	90	50.732	37.82213	3.257
2006	1	27	0	85	49.915	37.43078	3.352
2006	1	28	0	78	49.117	37.04786	3.126
2006	1	29	0	81	48.335	36.67293	3.348
2006	1	30	0	87	47.566	36.30614	2.641
2006	1	31	0	86	46.808	35.94682	2.005
2006	2	1	0	86	46.06	35.59461	1.448
2006	2	2	0	88	45.322	35.24926	0.7231
2006	2	3	0	89	44.787	34.91071	0.4601
2006	2	4	1.404	88	45.04	34.57868	0.2419
2006	2	5	0.65	88	46.327	34.2564	0.02166
2006	2	6	0.033	85	47.426	33.94776	0
2006	2	7	0.042	83	48.631	33.65381	0
2006	2	8	0.002	84	49.654	33.37358	0
2006	2	9	0.061	84	50.254	33.10239	0
2006	2	10	0.249	80	50.618	33.08478	0
2006	2	11	0.819	79	50.6	33.05954	0
2006	2	12	0	80	50.406	33.04342	0
2006	2	13	0.004	82	50.698	33.07213	0.005732
2006	2	14	0.372	84	50.113	33.3678	0.004339
2006	2	15	0.124	83	49.778	34.19281	0.05678
2006	2	16	0.831	81	49.551	35.19289	0.1964
2006	2	17	3.739	81	54.163	42.58132	0.5367
2006	2	18	0.055	81	53.486	49.08973	7.849
2006	2	19	0.426	82	53.315	52.14268	19.16
2006	2	20	0.075	84	54.283	48.35238	17.54
2006	2	21	0.005	85	59.542	42.25683	111.4
2006	2	22	0.961	85	59.021	40.37997	21.94
2006	2	23	0.066	85	60.112	41.33885	21.77
2006	2	24	2.349	85	61.563	42.03953	13.02
2006	2	25	0.554	86	61.293	41.29068	180.7
2006	2	26	0.071	85	64.274	40.47905	537.6
2006	2	27	0.474	83	68.775	40.29245	71.3
2006	2	28	3.007	85	78.718	40.63882	32.84
2006	3	1	2.519	88	109.868	45.67886	51.29
2006	3	2	0.705	81	105.382	49.42703	34.13
2006	3	3	0	83	99.347	49.75084	29.91
2006	3	4	0.151	81	96.465	44.09765	19.93
2006	3	5	0.201	83	91.598	36.81852	14.03
2006	3	6	0.984	82	95.148	33.78019	10.12
2006	3	7	0.028	81	91.77	33.99941	8.08
2006	3	8	0.038	84	88.42	34.54547	5.764
2006	3	9	0.085	84	93.049	34.19301	4.895
2006	3	10	0	83	102.411	33.72665	5.009
2006	3	11	0.127	88	102.279	33.63204	5.804
2006	3	12	2.786	93	105.238	37.94339	14.97
2006	3	13	1.085	93	107.285	42.50808	14.96
2006	3	14	0.105	93	108.081	44.64045	14.9
2006	3	15	0.02	92	114.198	41.27472	255.6
2006	3	16	0.201	91	117.37	35.47827	270.3
2006	3	17	0.245	87	123.634	32.28856	34.72
2006	3	18	0.217	90	123.945	32.01723	30.44
2006	3	19	0.274	89	122.991	35.67086	19.56
2006	3	20	0.068	91	119.07	42.68484	17.2
2006	3	21	0.018	82	115.808	53.74272	262.7
2006	3	22	0.683	83	112.395	66.06148	11.63
2006	3	23	0.977	86	109.474	76.22558	23.17
2006	3	24	1.676	85	107.618	80.48253	14.9
2006	3	25	0.769	83	106.979	73.74775	11.98
2006	3	26	1.038	83	106.547	60.26327	7.42
2006	3	27	2.039	86	106.915	50.84083	9.846
2006	3	28	1.12	86	114.977	47.85454	414.8
2006	3	29	0.613	85	114.712	47.33088	47
2006	3	30	0.397	83	113.047	44.82277	32.91
2006	3	31	0.026	82	111.225	41.99765	45.76
2006	4	1	0	83	112.971	43.39344	239.6
2006	4	2	0	85	127.78	48.02184	468.1
2006	4	3	0.202	92	153.844	49.28141	155.7
2006	4	4	0.742	94	175.03	45.86068	129.1
2006	4	5	1.729	93	193.853	41.69448	71.63
2006	4	6	1.197	97	201.547	38.9223	51.3
2006	4	7	0.476	98	203.591	38.64834	40.81
2006	4	8	1.258	100	211.827	45.22479	36.57
2006	4	9	0.306	101	206.739	53.83569	380
2006	4	10	0.056	101	213.227	61.47419	871.1
2006	4	11	0.141	91	229.447	66.31583	548.3
2006	4	12	0.962	91	261.44	70.06262	466.6
2006	4	13	1.654	107	325.476	71.97484	367.6
2006	4	14	2.812	106	402.949	80.09547	206.1
